Store No,Opportunity Est Date,Product,Opportunity ID,Opportunity Name,Project_Status,Opportunity_Status, Opportunity Usage ,Opportunity Stage
12727521,31/12/2018,products: Infrastructure Migration,pr3524,Managed Instance,Active,Completed,"2,000",Stage 4
95656127,30/05/2019,products: Infrastructure Migration,pr3525,Account set up,Inactive,In Progress,"22,500",Stage 3
8686522,30/06/2019,products: High Performance Compute,pr3526,Acceleration Transfer,Active,In Progress,"2,000",Stage 0
91111105,01/12/2017,products: Infrastructure Migration,pr3527,phase rollout,Active,In Progress,"6,800",Stage 2
89393119,15/05/2019,products: Azure Stack,pr3528,ACT Premium enabled,Active,In Progress,"6,825",Stage 5
99696211,28/02/2018,products: EAI,pr3529,Account setup,Active,In Progress,"10,000",Stage 4
48787954,31/12/2018,products: Disaster Recovery,pr3530,Acceleration in Projects,Active,Completed,"1,365",Stage 0
97878594,01/05/2017,products: Infrastructure Migration,pr3531,Managed disks migration,Inactive,In Progress,"10,000",Stage 0
30707619,17/07/2019,products: Datacenter Migration,pr3532,phase of migration,Active,In Progress,"14,506",Stage 3
19898153,30/04/2018,products: Infrastructure Migration,pr3533,Accuvate initial work,Active,Completed,"1,365",Stage 1
68989111,07/06/2019,products: Infrastructure Migration,pr3534,Account set up,Active,Blocked,"10,000",Stage 5
61414132,24/04/2019,products: EAI,pr3535,Account setup,Inactive,In Progress,"6,825",Stage 4
93030968,27/06/2019,products: EAI,pr3536,Managed Disk implementation,Active,In Progress,"5,000",Stage 1
12828111,15/06/2018,products: EAI,pr3537,App production,Active,In Progress,800,Stage 5
61414132,30/03/2018,products: Infrastructure Migration,pr3538,Managed disks migration,Inactive,In Progress,"8,415",Stage 4
97171523,10/07/2019,products: Datacenter Migration,pr3539,ACT Premium enabled,Active,In Progress,"27,300",Stage 4
85555153,30/03/2018,products: EAI,pr3540,Phase of Data Migration,Active,In Progress,100,Stage 5
61010101,28/02/2018,products: EAI,pr3541,App Sprint,Inactive,Completed,500,Stage 0
44949942,21/05/2019,products: Datacenter Migration,pr3542,Access to All users,Active,Blocked,"10,920",Stage 3
87373132,24/05/2019,products: Infrastructure Migration,pr3543,phase rollout,Inactive,In Progress,"2,730",Stage 4
70202109,31/12/2018,products: Infrastructure Migration,pr3544,phase rollout,Inactive,In Progress,"5,000",Stage 1
97171523,27/03/2019,products: Datacenter Migration,pr3545,Client onboarding,Inactive,In Progress,"1,500",Stage 0
49898165,15/03/2019,products: Datacenter Migration,pr3546,Acceleration in Projects,Active,In Progress,"1,000",Stage 2
12727521,15/12/2017,products: EAI,pr3547,Phase of Data Migration,Active,In Progress,"4,601",Stage 0
82424111,31/08/2018,products: High Performance Compute,pr3548,Account setup,Active,In Progress,"20,000",Stage 4
58585974,29/01/2018,products: Disaster Recovery,pr3549,phase rollout,Active,In Progress,"1,000",Stage 2
42525961,31/03/2018,products: Disaster Recovery,pr3550,phase projects,Inactive,Completed,137,Stage 4
47474119,24/01/2018,products: EAI,pr3551,phase rollout,Active,In Progress,"9,000",Stage 5
55858521,28/06/2019,products: EAI,pr3552,Managed Disk implementation,Inactive,In Progress,100,Stage 3
18080129,19/06/2019,products: EAI,pr3553,App production,Active,In Progress,"3,413",Stage 2
6060882,01/02/2019,products: Networking apps,pr3554,Acceleration in Projects,Inactive,In Progress,137,Stage 3
97171523,31/07/2021,products: EAI,pr3555,Managed Instance,Active,Completed,"50,000",Stage 1
42525961,19/05/2019,products: EAI,pr3556,Managed Disk implementation,Active,In Progress,"3,000",Stage 4
30606604,21/12/2018,products: EAI,pr3557,App Sprint,Inactive,In Progress,500,Stage 3
19797619,01/11/2017,products: EAI,pr3558,Managed Instance,Inactive,In Progress,"1,365",Stage 5
82424185,31/12/2018,products: EAI,pr3559,Access to All users,Active,In Progress,"1,365",Stage 2
61010101,24/01/2018,Product: Big Data,Pr3560,Acceleration in Projects,Active,In Progress,137,Stage 0
97575124,01/01/2019,products: Datacenter Migration,pr3561,Managed Instance,Active,In Progress,683,Stage 3
76161172,14/01/2018,products: EAI,pr3562,Acceleration in Projects,Inactive,In Progress,"4,000",Stage 3
71515614,23/12/2019,products: Datacenter Migration,pr3563,App Sprint,Active,In Progress,"13,650",Stage 1
55252101,30/04/2018,products: SAP on Azure,pr3564,Client onboarding,Inactive,In Progress,"5,000",Stage 3
97171523,21/01/2020,products: Datacenter Migration,pr3565, Back Up And DR,Inactive,In Progress,"55,965",Stage 4
70404109,01/12/2019,products: EAI,pr3566,Acceleration in Projects,Active,In Progress,"13,650",Stage 5
89393970,08/05/2019,products: Datacenter Migration,pr3567,Achieve Storage,-,-,250,Stage 5
32121521,30/03/2018,products: EAI,pr3568,Managed disks migration,Active,Blocked,100,Stage 0
37272619,31/08/2018,products: Networking apps,pr3569,Client onboarding,Inactive,Completed,683,Stage 2
84343952,28/12/2018,products: Networking apps,pr3570,App Sprint,Inactive,Completed,"1,024",Stage 4
99696211,31/03/2020,products: EAI,pr3571,respond to RFPA,Inactive,Completed,"40,000",Stage 1
85555172,31/01/2018,products: EAI,pr3572,App Migration,Inactive,In Progress,100,Stage 4
67575604,31/08/2018,products: EAI,pr3573,App Sprint,Inactive,In Progress,"3,000",Stage 0
72626521,31/01/2018,products: Infrastructure Migration,pr3574,App production,Inactive,Completed,"10,585",Stage 3
25555521,23/03/2018,products: EAI,pr3575,Access to All users,Inactive,In Progress,"3,000",Stage 1
84949133,18/09/2019,products: Infrastructure Migration,pr3576,App production,Active,In Progress,"5,500",Stage 4
62222521,30/09/2018,products: Infrastructure Migration,pr3577,Achieve Storage,Active,In Progress,"2,048",Stage 2
51515521,31/08/2019,products: Datacenter Migration,pr3578,phase of migration,Inactive,In Progress,"1,000",Stage 2
18888214,30/04/2020,products: Datacenter Migration,pr3579,Managed Service ,Active,In Progress,"75,000",Stage 1
52222144,30/10/2018,products: Infrastructure Migration,pr3580,Manufacturing Images,Active,Completed,"5,751",Stage 3
89393974,31/12/2018,products: EAI,pr3581,Account set up,Inactive,Completed,500,Stage 2
28686156,31/07/2019,products: Infrastructure Migration,pr3582,App production,Active,In Progress,"1,000",Stage 0
23535619,31/05/2019,products: Infrastructure Migration,pr3583,Acceleration Transfer,Active,In Progress,500,Stage 2
41515165,25/04/2019,products: Networking apps,pr3584,App Migration,Active,In Progress,"4,481",Stage 0
12727521,30/06/2019,products: Infrastructure Migration,pr3585,Client onboarding,Active,In Progress,"10,000",Stage 2
97878594,05/10/2018,products: Infrastructure Migration,pr3586,Achieve Storage,Active,Blocked,"1,179",Stage 2
70404143,30/11/2017,products: Infrastructure Migration,pr3587,phase projects,Inactive,In Progress,"1,365",Stage 5
45353143,15/06/2018,products: EAI,pr3588,Access to All users,Active,In Progress,800,Stage 0
30303520,31/01/2019,products: Infrastructure Migration,pr3589,phase projects,Active,Blocked,"3,500",Stage 3
14444106,30/05/2019,products: Infrastructure Migration,pr3590,phase rollout,Inactive,In Progress,"8,000",Stage 1
91616106,08/02/2018,products: EAI,pr3591,Managed Service ,Inactive,Completed,"9,744",Stage 1
82424132,31/07/2019,products: SAP on Azure,pr3592,ACT Premium enabled,Inactive,In Progress,"6,825",Stage 1
80303521,30/04/2019,products: Infrastructure Migration,pr3593,phase of migration,Active,In Progress,"4,095",Stage 2
8686522,01/11/2019,products: High Performance Compute,pr3594,Managed Disks,-,-,"4,000",Stage 1
98989211,31/05/2018,products: Infrastructure Migration,pr3595,ACT Premium enabled,Active,In Progress,"1,000",Stage 5
68484104,15/06/2018,products: EAI,pr3596,phase rollout,Active,Completed,800,Stage 5
97474133,31/03/2018,products: EAI,pr3597,respond to RFPA,Active,In Progress,"4,095",Stage 3
24848972,31/08/2019,products: EAI,pr3598,Access to All users,Inactive,Completed,"13,650",Stage 2
68181520,30/04/2019,products: Infrastructure Migration,pr3599,Acceleration in Projects,Active,In Progress,"20,475",Stage 0
79292960,28/02/2018,products: Networking apps,pr3600,respond to RFPA,Active,In Progress,"1,365",Stage 2
90101594,17/10/2018,products: Infrastructure Migration,pr3601,phase projects,Active,In Progress,600,Stage 2
93434523,01/02/2019,products: High Performance Compute,pr3602,Manufacturing Images,Active,In Progress,"6,825",Stage 2
78787111,25/06/2018,products: Infrastructure Migration,pr3603,default method for experimentation,Active,In Progress,"3,500",Stage 0
58888977,30/04/2018,products: EAI,pr3604,default method for experimentation,Inactive,In Progress,100,Stage 5
22525115,31/08/2018,products: Datacenter Migration,pr3605,Acceleration Transfer,Active,Blocked,"13,650",Stage 1
99595119,15/06/2018,products: EAI,pr3606,App Sprint,Inactive,In Progress,800,Stage 5
30606604,28/06/2019,products: Datacenter Migration,pr3607,App Sprint,Inactive,In Progress,"5,000",Stage 1
62222129,30/09/2018,products: Infrastructure Migration,pr3608,Accuvate initial work,Active,In Progress,"54,600",Stage 5
30606604,31/07/2020,products: EAI,pr3609,Acceleration Transfer,Active,Blocked,"7,500",Stage 1
11616134,16/05/2019,products: Infrastructure Migration,pr3610,default method for experimentation,Active,In Progress,"1,365",Stage 0
28686156,31/12/2018,products: Infrastructure Migration,pr3611,phase rollout,Active,In Progress,"4,095",Stage 3
47878124,01/07/2019,products: EAI,pr3612,phase of migration,Active,In Progress,"1,229",Stage 5
81111523,31/05/2019,products: Datacenter Migration,pr3613,App Migration,Inactive,Completed,683,Stage 1
68181132,28/06/2019,products: EAI,pr3614,phase projects,-,-,100,Stage 4
84949133,30/09/2019,products: Datacenter Migration,pr3615,App Sprint,Active,In Progress,"6,000",Stage 1
303143,30/04/2019,products: Infrastructure Migration,pr3616,App Migration,Inactive,Completed,"1,000",Stage 0
80303521,28/02/2019,products: Infrastructure Migration,pr3617,Phase of Data Migration,Active,In Progress,"4,095",Stage 1
95555108,31/01/2019,products: EAI,pr3618,Access to All users,-,-,"6,074",Stage 3
54949520,30/06/2019,products: Infrastructure Migration,pr3619,Managed Disk implementation,Active,In Progress,"10,000",Stage 5
46363184,30/04/2018,products: EAI,pr3620,Acceleration in Projects,Active,In Progress,100,Stage 1
28282143,30/03/2018,products: Infrastructure Migration,pr3621,respond to RFPA,Active,In Progress,"5,000",Stage 1
12727521,28/05/2018,products: Azure Stack,pr3622,Access to All users,Active,In Progress,"2,000",Stage 2
95353119,28/04/2020,products: Infrastructure Migration,pr3623,App production,Inactive,Completed,"128,000",Stage 2
74848132,31/05/2018,products: EAI,pr3624,Acceleration in Projects,Active,In Progress,"5,460",Stage 2
99696211,31/05/2018,products: EAI,pr3625,Client onboarding,Active,In Progress,"-70,000",Stage 5
30606604,31/03/2019,products: EAI,pr3626,Acceleration in Projects,Inactive,In Progress,"21,000",Stage 2
27575106,31/01/2019,products: Infrastructure Migration,pr3627,App Sprint,Inactive,In Progress,"13,650",Stage 0
98383961,07/10/2018,products: Infrastructure Migration,pr3628,phase rollout,Active,In Progress,"1,643",Stage 1
23232162,30/06/2019,products: Datacenter Migration,pr3629,Client onboarding,Active,Completed,"1,000",Stage 1
79292522,26/07/2019,products: Infrastructure Migration,pr3630,Account set up,Active,In Progress,"13,650",Stage 3
56666156,28/03/2019,products: Datacenter Migration,pr3631,Manufacturing Images,-,-,500,Stage 0
80303521,27/10/2017,products: Disaster Recovery,pr3632,Phase of Data Migration,-,-,"1,365",Stage 5
83434594,31/03/2019,products: Infrastructure Migration,pr3633,App Migration,Active,In Progress,"1,500",Stage 4
18888143,23/11/2018,products: EAI,pr3634,Acceleration in Projects,Inactive,Completed,"1,365",Stage 3
48787522,31/01/2019,products: Azure Stack,pr3635,Acceleration in Projects,Active,In Progress,"6,825",Stage 2
35858152,31/03/2018,products: EAI,pr3636,ACT Premium enabled,Active,In Progress,"2,459",Stage 3
39090963,30/04/2018,products: EAI,pr3637, Back Up And DR,Active,In Progress,100,Stage 2
67676520,27/06/2017,products: EAI,pr3638,Managed disks migration,Inactive,Completed,"1,500",Stage 3
71616520,20/06/2019,products: Datacenter Migration,pr3639,App Migration,Active,In Progress,"5,208",Stage 4
41010143,01/11/2017,products: Infrastructure Migration,pr3640,Managed Disks,Active,In Progress,"2,730",Stage 2
27777521,28/06/2019,products: EAI,pr3641,Acceleration Transfer,Active,In Progress,800,Stage 1
76161172,31/10/2018,products: Infrastructure Migration,pr3642,App Migration,Active,In Progress,"6,825",Stage 1
79292522,02/01/2018,products: EAI,pr3643,Manufacturing Images,Active,In Progress,500,Stage 0
54949520,29/05/2020,products: Infrastructure Migration,pr3644,Acceleration in Projects,Active,In Progress,"2,730",Stage 0
3838966,31/03/2019,products: Infrastructure Migration,pr3645,ACT Premium enabled,Inactive,In Progress,500,Stage 4
89393119,30/04/2018,products: EAI,pr3646,ACT Premium enabled,Inactive,In Progress,100,Stage 2
92323523,30/05/2018,products: EAI,pr3647,default method for experimentation,Active,In Progress,"1,000",Stage 5
8686522,01/10/2019,products: Datacenter Migration,pr3648,Managed Disk implementation,Inactive,In Progress,"10,000",Stage 1
54343132,30/04/2018,products: EAI,pr3649,App Migration,Active,In Progress,100,Stage 0
86666127,28/11/2018,products: Infrastructure Migration,pr3650,Account set up,Inactive,In Progress,"8,640",Stage 2
67676520,30/10/2019,products: EAI,pr3651, Back Up And DR,Inactive,Completed,"27,300",Stage 0
34343132,31/12/2019,products: SAP on Azure,pr3652,Accuvate initial work,Inactive,In Progress,"54,600",Stage 4
29494815,15/06/2018,products: EAI,pr3653,Managed Instance,Active,In Progress,800,Stage 3
19191106,30/04/2018,products: Azure Stack,pr3654,default method for experimentation,Inactive,In Progress,100,Stage 2
41313520,29/06/2018,products: EAI,pr3655,phase of migration,Active,In Progress,"1,000",Stage 4
81010132,28/02/2018,products: Infrastructure Migration,pr3656,Achieve Storage,Inactive,In Progress,"9,300",Stage 1
97474133,31/03/2019,products: Disaster Recovery,pr3657,Achieve Storage,Inactive,Completed,"5,000",Stage 2
99393521,30/03/2018,products: Infrastructure Migration,pr3658,Acceleration in Projects,Active,In Progress,250,Stage 1
93636603,15/06/2018,products: EAI,pr3659,App production,Active,In Progress,800,Stage 0
18484845,31/01/2019,products: Disaster Recovery,pr3660,Managed Service ,Active,In Progress,800,Stage 4
30606112,30/04/2020,products: Infrastructure Migration,pr3661,Managed Disks,Active,In Progress,"2,730",Stage 1
95656127,21/08/2019,products: Datacenter Migration,pr3662,phase rollout,Inactive,In Progress,"1,365",Stage 1
23737619,15/06/2018,products: EAI,pr3663, Back Up And DR,Active,In Progress,800,Stage 0
98989124,24/04/2020,products: Infrastructure Migration,pr3664,App Migration,Inactive,Completed,"11,221",Stage 3
38282521,28/06/2019,products: Datacenter Migration,pr3665,App production,Active,Completed,"2,000",Stage 5
69898614,06/09/2018,products: Networking apps,pr3666,Client onboarding,Active,In Progress,"3,096",Stage 0
91111603,29/10/2017,products: Infrastructure Migration,pr3667,respond to RFPA,Active,In Progress,"1,250",Stage 4
38787160,10/01/2018,products: Infrastructure Migration,pr3668,phase rollout,Active,In Progress,100,Stage 4
28282143,31/05/2018,products: Disaster Recovery,pr3669,App Migration,Inactive,Completed,500,Stage 5
70606112,31/07/2019,products: Disaster Recovery,pr3670,Acceleration Transfer,Active,In Progress,"8,873",Stage 2
69797108,09/10/2017,products: EAI,pr3671,Acceleration in Projects,Active,In Progress,"35,000",Stage 2
75252392,28/06/2018,products: Infrastructure Migration,pr3672, Back Up And DR,Active,Completed,"1,365",Stage 4
70505960,01/08/2019,products: Infrastructure Migration,pr3673,Accuvate initial work,Active,Blocked,500,Stage 3
55858521,17/01/2018,products: Disaster Recovery,pr3674,Acceleration in Projects,Inactive,Completed,"11,916",Stage 4
76161956,16/05/2019,products: Infrastructure Migration,pr3675,Acceleration in Projects,Inactive,In Progress,"6,962",Stage 1
30606604,15/05/2019,products: Networking apps,pr3676,Managed Disks,-,-,"1,500",Stage 2
51717109,31/05/2018,products: Infrastructure Migration,pr3677,phase projects,Inactive,In Progress,"8,289",Stage 3
88989184,25/04/2018,products: Azure Stack,pr3678,Achieve Storage,Active,In Progress,"1,365",Stage 1
25757967,15/06/2018,products: EAI,pr3679,default method for experimentation,Active,In Progress,800,Stage 1
36565815,06/06/2019,products: Infrastructure Migration,pr3680,Managed disks migration,Active,In Progress,"1,680",Stage 4
