Store Number,Service_Comp_Group,Fiscal_Month,Target
53333521,Products,"May, 2019",39
53333521,Products,"June, 2019",43
53333960,Services,"July, 2018",151
53333960,Services,"August, 2018",134
53333960,Services,"September, 2018",115
53333960,Services,"October, 2018",106
53333960,Services,"November, 2018",91
53333960,Services,"December, 2018",84
53333960,Services,"January, 2019",74
53333960,Services,"February, 2019",60
53333960,Services,"March, 2019",59
53333960,Services,"April, 2019",51
53333960,Services,"May, 2019",47
53333960,Services,"June, 2019",40
53333960,Support,"July, 2018",21
53333960,Support,"August, 2018",29
53333960,Support,"September, 2018",34
53333960,Support,"October, 2018",41
53333960,Support,"November, 2018",45
53333960,Support,"December, 2018",52
53333960,Support,"January, 2019",57
53333960,Support,"February, 2019",58
53333960,Support,"March, 2019",67
53333960,Support,"April, 2019",68
53333960,Support,"May, 2019",77
53333960,Support,"June, 2019",86
53333960,Products,"July, 2018",98
53333960,Products,"August, 2018",134
53333960,Products,"September, 2018",157
53333960,Products,"October, 2018",188
53333960,Products,"November, 2018",207
53333960,Products,"December, 2018",239
53333960,Products,"January, 2019",259
53333960,Products,"February, 2019",264
53333960,Products,"March, 2019",305
53333960,Products,"April, 2019",310
53333960,Products,"May, 2019",352
53333960,Products,"June, 2019",390
53434521,Services,"July, 2018",732
53434521,Services,"August, 2018",650
53434521,Services,"September, 2018",559
53434521,Services,"October, 2018",513
53434521,Services,"November, 2018",442
53434521,Services,"December, 2018",406
53434521,Services,"January, 2019",361
53434521,Services,"February, 2019",290
53434521,Services,"March, 2019",286
53434521,Services,"April, 2019",246
53434521,Services,"May, 2019",226
53434521,Services,"June, 2019",195
53434521,Support,"July, 2018",104
53434521,Support,"August, 2018",143
53434521,Support,"September, 2018",167
53434521,Support,"October, 2018",201
53434521,Support,"November, 2018",221
53434521,Support,"December, 2018",255
53434521,Support,"January, 2019",276
53434521,Support,"February, 2019",281
53434521,Support,"March, 2019",325
53434521,Support,"April, 2019",330
53434521,Support,"May, 2019",375
53434521,Support,"June, 2019",416
53434521,Products,"July, 2018",475
53434521,Products,"August, 2018",651
53434521,Products,"September, 2018",760
53434521,Products,"October, 2018",914
53434521,Products,"November, 2018",1006
53434521,Products,"December, 2018",1161
53434521,Products,"January, 2019",1256
53434521,Products,"February, 2019",1281
53434521,Products,"March, 2019",1480
53434521,Products,"April, 2019",1505
53434521,Products,"May, 2019",1709
53434521,Products,"June, 2019",1895
53535951,Services,"July, 2018",98
53535951,Services,"August, 2018",106
53535951,Services,"September, 2018",112
53535951,Services,"October, 2018",127
53535951,Services,"November, 2018",135
53535951,Services,"December, 2018",153
53535951,Services,"January, 2019",169
53535951,Services,"February, 2019",168
53535951,Services,"March, 2019",204
53535951,Services,"April, 2019",217
53535951,Services,"May, 2019",247
53535951,Services,"June, 2019",264
53535951,Support,"July, 2018",124
53535951,Support,"August, 2018",141
53535951,Support,"September, 2018",145
53535951,Support,"October, 2018",164
53535951,Support,"November, 2018",167
53535951,Support,"December, 2018",188
53535951,Support,"January, 2019",196
53535951,Support,"February, 2019",186
53535951,Support,"March, 2019",220
53535951,Support,"April, 2019",216
53535951,Support,"May, 2019",249
53535951,Support,"June, 2019",276
53535951,Products,"July, 2018",1334
53535951,Products,"August, 2018",1529
53535951,Products,"September, 2018",1563
53535951,Products,"October, 2018",1769
53535951,Products,"November, 2018",1797
53535951,Products,"December, 2018",2022
53535951,Products,"January, 2019",2099
53535951,Products,"February, 2019",1989
53535951,Products,"March, 2019",2348
53535951,Products,"April, 2019",2282
53535951,Products,"May, 2019",2631
53535951,Products,"June, 2019",2933
53939152,Services,"July, 2018",297
53939152,Services,"August, 2018",317
53939152,Services,"September, 2018",329
53939152,Services,"October, 2018",365
53939152,Services,"November, 2018",380
53939152,Services,"December, 2018",422
53939152,Services,"January, 2019",455
53939152,Services,"February, 2019",442
53939152,Services,"March, 2019",527
53939152,Services,"April, 2019",550
53939152,Services,"May, 2019",612
53939152,Services,"June, 2019",637
53939152,Support,"July, 2018",298
53939152,Support,"August, 2018",340
53939152,Support,"September, 2018",348
53939152,Support,"October, 2018",394
53939152,Support,"November, 2018",402
53939152,Support,"December, 2018",452
53939152,Support,"January, 2019",471
53939152,Support,"February, 2019",448
53939152,Support,"March, 2019",531
53939152,Support,"April, 2019",520
53939152,Support,"May, 2019",598
53939152,Support,"June, 2019",665
53939152,Products,"July, 2018",2130
53939152,Products,"August, 2018",2454
53939152,Products,"September, 2018",2509
53939152,Products,"October, 2018",2847
53939152,Products,"November, 2018",2893
53939152,Products,"December, 2018",3263
53939152,Products,"January, 2019",3387
53939152,Products,"February, 2019",3210
53939152,Products,"March, 2019",3796
53939152,Products,"April, 2019",3685
53939152,Products,"May, 2019",4264
53939152,Products,"June, 2019",4778
54040604,Services,"July, 2018",1130
54040604,Services,"August, 2018",1222
54040604,Services,"September, 2018",1290
54040604,Services,"October, 2018",1460
54040604,Services,"November, 2018",1551
54040604,Services,"December, 2018",1762
54040604,Services,"January, 2019",1938
54040604,Services,"February, 2019",1927
54040604,Services,"March, 2019",2348
54040604,Services,"April, 2019",2501
54040604,Services,"May, 2019",2845
54040604,Services,"June, 2019",3031
54040604,Support,"July, 2018",186
54040604,Support,"August, 2018",212
54040604,Support,"September, 2018",217
54040604,Support,"October, 2018",246
54040604,Support,"November, 2018",250
54040604,Support,"December, 2018",282
54040604,Support,"January, 2019",294
54040604,Support,"February, 2019",280
54040604,Support,"March, 2019",331
54040604,Support,"April, 2019",324
54040604,Support,"May, 2019",373
54040604,Support,"June, 2019",414
54040604,Products,"July, 2018",1238
54040604,Products,"August, 2018",1481
54040604,Products,"September, 2018",1479
54040604,Products,"October, 2018",1674
54040604,Products,"November, 2018",1643
54040604,Products,"December, 2018",1834
54040604,Products,"January, 2019",1810
54040604,Products,"February, 2019",1638
54040604,Products,"March, 2019",1871
54040604,Products,"April, 2019",1632
54040604,Products,"May, 2019",1913
54040604,Products,"June, 2019",2254
54343132,Services,"July, 2018",545
54343132,Services,"August, 2018",597
54343132,Services,"September, 2018",608
54343132,Services,"October, 2018",679
54343132,Services,"November, 2018",664
54343132,Services,"December, 2018",714
54343132,Services,"January, 2019",725
54343132,Services,"February, 2019",679
54343132,Services,"March, 2019",796
54343132,Services,"April, 2019",799
54343132,Services,"May, 2019",893
54343132,Services,"June, 2019",956
54343132,Support,"July, 2018",0
54343132,Support,"August, 2018",0
54343132,Support,"September, 2018",0
54343132,Support,"October, 2018",0
54343132,Support,"November, 2018",0
54343132,Support,"December, 2018",0
54343132,Support,"January, 2019",0
54343132,Support,"February, 2019",0
54343132,Support,"March, 2019",0
54343132,Support,"April, 2019",0
54343132,Support,"May, 2019",0
54343132,Support,"June, 2019",0
54343132,Products,"July, 2018",90
54343132,Products,"August, 2018",99
54343132,Products,"September, 2018",101
54343132,Products,"October, 2018",113
54343132,Products,"November, 2018",110
54343132,Products,"December, 2018",118
54343132,Products,"January, 2019",120
54343132,Products,"February, 2019",113
54343132,Products,"March, 2019",132
54343132,Products,"April, 2019",133
54343132,Products,"May, 2019",148
54343132,Products,"June, 2019",159
54343604,Services,"July, 2018",297
54343604,Services,"August, 2018",317
54343604,Services,"September, 2018",329
54343604,Services,"October, 2018",365
54343604,Services,"November, 2018",380
54343604,Services,"December, 2018",422
54343604,Services,"January, 2019",455
54343604,Services,"February, 2019",442
54343604,Services,"March, 2019",527
54343604,Services,"April, 2019",550
54343604,Services,"May, 2019",612
54343604,Services,"June, 2019",637
54343604,Support,"July, 2018",298
54343604,Support,"August, 2018",340
54343604,Support,"September, 2018",348
54343604,Support,"October, 2018",394
54343604,Support,"November, 2018",402
54343604,Support,"December, 2018",452
54343604,Support,"January, 2019",471
54343604,Support,"February, 2019",448
54343604,Support,"March, 2019",531
54343604,Support,"April, 2019",520
54343604,Support,"May, 2019",598
54343604,Support,"June, 2019",665
54343604,Products,"July, 2018",496
54343604,Products,"August, 2018",588
54343604,Products,"September, 2018",598
54343604,Products,"October, 2018",684
54343604,Products,"November, 2018",689
54343604,Products,"December, 2018",781
54343604,Products,"January, 2019",800
54343604,Products,"February, 2019",750
54343604,Products,"March, 2019",884
54343604,Products,"April, 2019",833
54343604,Products,"May, 2019",981
54343604,Products,"June, 2019",1131
54747520,Services,"July, 2018",20797
54747520,Services,"August, 2018",22490
54747520,Services,"September, 2018",23739
54747520,Services,"October, 2018",10456
54747520,Services,"November, 2018",10456
54747520,Services,"December, 2018",10456
54747520,Services,"January, 2019",36643
54747520,Services,"February, 2019",39503
54747520,Services,"March, 2019",51201
54747520,Services,"April, 2019",55010
54747520,Services,"May, 2019",68841
54747520,Services,"June, 2019",73803
54747520,Support,"July, 2018",3427
54747520,Support,"August, 2018",3913
54747520,Support,"September, 2018",4007
54747520,Support,"October, 2018",1329
54747520,Support,"November, 2018",1329
54747520,Support,"December, 2018",1329
54747520,Support,"January, 2019",5572
54747520,Support,"February, 2019",5928
54747520,Support,"March, 2019",7592
54747520,Support,"April, 2019",4247
54747520,Support,"May, 2019",5248
54747520,Support,"June, 2019",5538
54747520,Products,"July, 2018",63215
54747520,Products,"August, 2018",73422
54747520,Products,"September, 2018",74491
54747520,Products,"October, 2018",22113
54747520,Products,"November, 2018",22113
54747520,Products,"December, 2018",22113
54747520,Products,"January, 2019",99951
54747520,Products,"February, 2019",105818
54747520,Products,"March, 2019",134906
54747520,Products,"April, 2019",75077
54747520,Products,"May, 2019",92312
54747520,Products,"June, 2019",96818
54949520,Services,"July, 2018",63143
54949520,Services,"August, 2018",67419
54949520,Services,"September, 2018",69957
54949520,Services,"October, 2018",77675
54949520,Services,"November, 2018",80854
54949520,Services,"December, 2018",89926
54949520,Services,"January, 2019",96832
54949520,Services,"February, 2019",94178
54949520,Services,"March, 2019",112278
54949520,Services,"April, 2019",117004
54949520,Services,"May, 2019",130195
54949520,Services,"June, 2019",135678
54949520,Support,"July, 2018",19288
54949520,Support,"August, 2018",22020
54949520,Support,"September, 2018",22552
54949520,Support,"October, 2018",25530
54949520,Support,"November, 2018",26012
54949520,Support,"December, 2018",29292
54949520,Support,"January, 2019",30533
54949520,Support,"February, 2019",29034
54949520,Support,"March, 2019",34360
54949520,Support,"April, 2019",33660
54949520,Support,"May, 2019",38756
54949520,Support,"June, 2019",43041
54949520,Products,"July, 2018",135886
54949520,Products,"August, 2018",159802
54949520,Products,"September, 2018",162754
54949520,Products,"October, 2018",185773
54949520,Products,"November, 2018",187566
54949520,Products,"December, 2018",212345
54949520,Products,"January, 2019",218243
54949520,Products,"February, 2019",205425
54949520,Products,"March, 2019",242289
54949520,Products,"April, 2019",230331
54949520,Products,"May, 2019",269732
54949520,Products,"June, 2019",308466
55252101,Services,"July, 2018",307419
55252101,Services,"August, 2018",332452
55252101,Services,"September, 2018",350906
55252101,Services,"October, 2018",154559
55252101,Services,"November, 2018",154559
55252101,Services,"December, 2018",154559
55252101,Services,"January, 2019",541647
55252101,Services,"February, 2019",583925
55252101,Services,"March, 2019",756851
55252101,Services,"April, 2019",813153
55252101,Services,"May, 2019",1017594
55252101,Services,"June, 2019",1090947
55252101,Support,"July, 2018",52648
55252101,Support,"August, 2018",60105
55252101,Support,"September, 2018",61558
55252101,Support,"October, 2018",20410
55252101,Support,"November, 2018",20410
55252101,Support,"December, 2018",20410
55252101,Support,"January, 2019",85599
55252101,Support,"February, 2019",91068
55252101,Support,"March, 2019",116628
55252101,Support,"April, 2019",123644
55252101,Support,"May, 2019",152781
55252101,Support,"June, 2019",161243
55252101,Products,"July, 2018",485372
55252101,Products,"August, 2018",572635
55252101,Products,"September, 2018",576050
55252101,Products,"October, 2018",152780
55252101,Products,"November, 2018",152780
55252101,Products,"December, 2018",152780
55252101,Products,"January, 2019",747331
55252101,Products,"February, 2019",787410
55252101,Products,"March, 2019",999373
55252101,Products,"April, 2019",1048711
55252101,Products,"May, 2019",1283036
55252101,Products,"June, 2019",1337099
